emp_title,emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest
supervisor,10,MD,MORTGAGE,15.86,90500,13,80755,47213,2800,15000,21.85,413.01,D,14716.98,660.78
owner,9,NJ,RENT,32.52,150000,12,213171,142130,81300,30000,20.39,1120.88,D,28767.36,941.15
senior officer specialist,8,CA,MORTGAGE,21.05,95000,9,256647,47524,13000,16000,20,423.91,D,15355.13,1032.99
bookkeeper,7,FL,RENT,43.14,53246,17,75891,46687,29100,4800,20,178.39,D,4396.49,304.72
unit clerk,10,NY,RENT,22.67,54000,30,89740,39727,18900,10000,19.42,368.69,D,9369.33,464.61
scientist,2,PA,RENT,19.75,94000,13,189516,202605,16600,2400,19.03,88.02,D,2195.36,144.9
delivery driver,10,CO,RENT,10.17,40000,5,15262,7461,4000,5000,17.09,178.49,D,4448.09,335.79
par professional mentor,5,NC,RENT,30.28,96000,11,139750,98124,14100,15000,19.42,553.04,D,14053.98,785.93
service manager,8,CA,MORTGAGE,16.79,95000,6,366439,30675,10700,11200,18.45,287.16,D,10729.45,666.61
senior master auto tech,10,WA,MORTGAGE,26.5,82000,8,399232,86098,4200,21000,17.09,749.65,D,18682.03,1240.87
secretary,10,NY,RENT,25.68,49623,7,38943,20558,10500,10400,20,386.51,D,9297.99,847.87
manager,6,TX,RENT,63.7,24000,7,82563,63852,10200,24000,17.47,861.29,D,22968.77,644.76
screening supervisor,10,CA,RENT,23.52,63000,9,101663,64014,45700,15000,18.06,381.4,D,14197.97,1074.87
manager,10,MD,MORTGAGE,30.26,65000,8,344840,91865,11300,20000,17.09,498.02,D,19128.86,1101.95
foreman electrician,6,CA,RENT,11.69,160000,8,65870,40195,6800,8000,18.06,289.47,D,7308.3,458.15
ceo,5,MO,OWN,6.77,144000,29,407182,493680,6200,30000,21.85,826.02,D,29435.37,1014.58
client service specialist,10,FL,RENT,8.98,48000,9,27634,11004,8000,18000,20,668.95,D,0,13
jewelry consultant,1,HI,RENT,12.43,50000,7,27776,18753,2600,10000,18.06,254.27,D,0,475.63
platoon sgt,4,MS,MORTGAGE,34.7,66000,9,321082,80076,14000,28000,20,741.83,D,26577.55,2131.15
instructor,2,NY,RENT,6.71,45000,4,9300,7743,7600,12000,19.03,311.49,D,11630.63,552.41
area operator,10,IL,MORTGAGE,22.79,106080,11,292485,57261,49000,35000,18.06,889.92,D,33128.66,2765.9
coordinator of fire services,7,TX,MORTGAGE,27.78,60000,13,263009,48701,8400,16000,20.39,427.39,D,15361.87,1035.18
manager,10,OK,RENT,4.55,90000,5,43461,20908,0,5000,21.45,189.54,D,4588.47,334.71
shipping & receiving,2,OH,RENT,27.28,45000,11,43629,26502,14500,11500,21.85,316.64,D,11172.37,608.33
director of food & nutrition,4,IN,MORTGAGE,11.31,90000,6,246413,34948,4500,20000,21.45,546.15,D,19224.93,1349.95
mail carrier,2,TX,RENT,23.42,35000,7,47701,31477,13200,6400,20.39,239.13,D,6002.17,312.31
assistant district attorney,2,NY,MORTGAGE,11.83,61766,14,526761,180096,22900,12200,21.85,464.98,D,11709.9,425.05
office manager,7,CA,RENT,23.84,50000,11,39861,11773,5800,7500,19.03,275.04,D,6860.58,444.88
design sales,10,CT,MORTGAGE,32.08,70000,18,276831,38068,46100,28000,19.03,1026.8,D,25612.89,1690.49
legal secretary,3,NY,RENT,17.43,74000,21,148383,110615,31900,32400,19.42,847.98,D,31413.28,1487.31
pharmasist,10,FL,MORTGAGE,12.91,110000,6,177530,4537,10800,35000,21.45,955.75,D,0,28.36
customer service,9,TX,RENT,23.75,48000,14,42500,31197,12000,18000,21.85,495.61,D,17661.22,630.59
manager,5,GA,OWN,1.71,54000,5,204035,4503,5700,8000,21.45,303.26,D,7341.57,545.08
teacher and retired administrator,10,VA,MORTGAGE,23.2,100000,17,265261,77758,37900,30000,20.39,1120.88,D,28135.28,1429.95
marketing,2,FL,OWN,28.97,84000,11,137552,35067,45200,30000,17.09,1070.93,D,28703.47,788.36
owner,10,MI,MORTGAGE,11.66,60000,4,34279,19326,5300,20000,18.06,508.53,D,18930.64,1333.87
senior activities assistant,2,VA,RENT,20.73,29000,7,27389,22079,3000,3000,17.47,107.67,D,2805.21,125.31
data analyst,5,AZ,RENT,19.62,40000,9,34937,24973,7800,10000,19.03,259.58,D,9586.3,614.05
customer service engineer,10,CA,OWN,13.73,100000,5,31300,27472,0,28525,21.45,1081.29,D,25563.99,2411.45
president,10,FL,MORTGAGE,38.73,80000,12,429460,77224,61700,28000,21.85,1067.17,D,26297.36,1430.89
rn,5,ME,RENT,37.82,75000,18,132086,84943,5600,20000,18.06,723.66,D,17822.13,1400.3
full stack developer,1,IL,RENT,9.8,55000,20,60800,61940,3300,15000,19.03,389.36,D,14379.49,897.28
supervisor,7,NY,RENT,11.63,55000,7,18675,9914,7600,30000,18.06,1085.48,D,26733.24,2130.54
certified medical assistant,3,LA,RENT,60.65,28000,13,70670,59674,5600,5000,18.06,180.92,D,4567.68,286.34
project manager,7,SC,MORTGAGE,14.24,59000,6,402086,29912,13000,30000,19.03,1100.14,D,27442.4,1811.24
lot operations,10,GA,RENT,39.99,31536,6,37526,27764,6800,12000,20,445.97,D,10991.25,748.46
radiologic technologist,2,NJ,RENT,19.45,55000,28,101185,64074,33700,23000,18.06,584.8,D,21770.29,1671.21
special education teacher,10,NY,RENT,17.25,65000,22,75300,65519,21900,40000,18.06,1017.05,D,38736.02,1706.9
director of marketing,5,IL,RENT,5.43,58000,9,236668,277081,45500,4400,18.45,160.07,D,4118.46,194.16
interior tech,10,DE,OWN,25.78,60000,7,68444,44430,10800,22400,17.09,799.63,D,19927.49,1504.37
regional it security manager,1,NV,OWN,24.54,93844,20,315880,198889,1000,16000,19.42,418.76,D,0,574.14
electrical assembler,5,WI,RENT,26.28,60000,9,68558,18936,8000,6600,17.09,235.61,D,5871.46,448.96
manager,10,NC,MORTGAGE,26.21,75000,11,69464,51979,11900,22000,17.09,547.83,D,21041.71,1353.62
parole agent iii,10,CA,MORTGAGE,20.46,161000,17,722868,153071,79200,35000,17.09,871.54,D,33400,1748.21
certified nursing assistant,3,PA,RENT,3.32,30000,5,8100,3223,6800,15000,20,397.41,D,14395.45,951.76
operations manager,1,NY,RENT,17.34,62000,8,36843,25734,19900,32000,18.06,813.64,D,30289.07,2293.06
sr culinary manager,10,MD,MORTGAGE,16.05,79500,14,421811,46483,8300,15000,20.39,400.68,D,14705.91,473.29
software developer,5,CA,RENT,8.16,7500,3,1800,720,1800,3000,19.42,110.61,D,2760.78,89.37
deployment coordinator,0,NJ,RENT,11.13,120000,9,43995,20051,17600,21000,19.03,545.1,D,20131.31,1267.31
assistant district attorney,2,NY,RENT,24.46,62000,16,306048,283750,19500,13600,19.03,498.73,D,12440.55,821.09
kitchen manager,10,CA,RENT,15.56,65000,5,45432,38668,6800,20000,17.09,713.96,D,18246.48,1083.33
accountant,4,IL,RENT,27.35,54500,46,130406,98658,26500,24000,18.45,615.34,D,23249.56,1046.38
detective,10,TX,MORTGAGE,21.98,100000,11,244307,72702,16700,12000,18.06,305.12,D,11490.56,699
accounts receivable,7,CA,RENT,43.36,65000,17,110322,65084,31100,12000,20,445.97,D,11249.72,560.96
cna,3,FL,OWN,9.48,33186,10,20800,7358,9000,10000,19.42,261.73,D,9695.43,469.83
graphic designer,6,IL,RENT,30.95,50000,18,108800,63130,39900,20000,20,529.88,D,18983.96,1577.8
substitute,0,MS,RENT,182.35,10000,13,75056,57782,6700,10400,18.45,378.34,D,9734.55,458.91
supervisor,10,TX,OWN,23.89,44500,30,51010,19712,21900,19600,17.09,699.68,D,18320.32,800.75
customer service manager,6,WI,RENT,23.35,55000,20,73554,50831,20600,2500,17.09,89.25,D,2224.02,165.52
evs lead,3,OR,RENT,26.31,38000,9,42861,31660,5100,3000,21.85,114.34,D,2754.54,204.62
database administrator,9,PA,MORTGAGE,22.54,100000,12,296356,68000,49500,16000,19.42,418.76,D,0,902.37
teacher,10,GA,MORTGAGE,8.67,160000,13,44500,34152,20000,12800,21.45,349.54,D,12174.33,1091.52
system administrator,6,NY,RENT,12.58,66000,9,38789,21883,14500,10000,19.42,368.69,D,9369.33,453.82
specialist 2,5,LA,MORTGAGE,25.38,32344,7,58832,39884,17800,7500,18.45,272.84,D,7020.11,323.25
csa iii,9,CA,MORTGAGE,34.44,49642,9,74507,51751,29100,26400,20,699.44,D,25336.01,1704.44
employment training center director,10,NY,RENT,19.33,36000,6,113207,104784,13400,10800,17.47,271.15,D,10570.5,291.84
tech,2,MO,MORTGAGE,32,42000,12,218108,49464,10500,18000,20,668.95,D,16092.71,1311.19
certified pharmacy technician,6,IL,OWN,21.12,25000,8,26300,10289,20400,4000,17.09,142.8,D,3649.26,216.66
parts mgr,10,MS,MORTGAGE,30.11,80000,20,188938,79073,48600,25000,21.85,688.35,D,24041.65,1506.76
instructor,10,MD,MORTGAGE,13.42,90000,19,221066,64609,15700,20000,21.45,546.15,D,19022.42,1693.59
mercedes benz consultant,4,WV,RENT,13.41,82000,13,44569,22139,4600,25000,18.06,635.66,D,23938.7,1418.63
analyst,10,CA,OWN,3.41,740000,14,3386034,193589,10800,20000,18.45,512.78,D,19374.64,892.48
executive assistant,4,NJ,RENT,12.24,129000,11,46622,39749,12600,25000,20.39,667.79,D,24002.95,1645.79
sleep tech,8,NJ,MORTGAGE,12.29,83000,23,268749,19669,10700,10000,21.45,273.08,D,9511.18,852.75
driver,2,MD,RENT,10.59,45000,7,14500,13304,11300,10000,21.45,379.07,D,8961.95,833.47
owner,2,NC,OWN,38.78,44500,23,79900,41485,44100,12800,18.06,463.14,D,11694.87,734.59
driver,1,NY,MORTGAGE,21.51,65000,16,189001,59702,21800,30000,18.06,1085.48,D,27406.26,1718.08
member services senior associate,7,MD,RENT,13.84,62000,4,37549,23803,2100,1500,18.45,54.57,D,1404.02,66.19
asst to the director of theatre,3,KY,RENT,16.3,24000,11,54966,42068,10000,10450,19.42,273.5,D,9609.03,456.98
bartender,4,MI,RENT,18.61,26000,4,17410,6627,3500,3200,18.45,116.42,D,2995.22,137.92
sr operations analyst,10,OR,RENT,17.67,72672,16,126908,81236,37600,5500,18.45,200.09,D,5267.17,156.07
controller,3,SC,MORTGAGE,28.3,80000,14,250359,113927,23800,28000,20.39,747.92,D,27169.59,1349.91
sound and comm installer,6,CA,RENT,20.78,60000,5,47490,18458,8800,15000,20,557.46,D,13410.6,1181.23
driver,1,NM,RENT,0.6,50000,4,5700,1225,4700,18000,18.45,461.5,D,17437.18,803.23
patient access,3,IN,OWN,21.93,33000,13,45314,32383,12700,15000,19.03,389.36,D,14218.17,1125.32
seafood manager,10,NJ,MORTGAGE,12.39,58000,11,285719,17143,12200,18000,17.09,448.22,D,17215.97,974.67
director of information technology,10,FL,OWN,1.25,100000,4,218800,2508,2800,25000,20,662.35,D,23729.95,2013.92
owner,10,CA,OWN,28.99,100000,22,110147,82723,30100,3000,17.47,107.67,D,2805.21,122.4
corrections police officer,10,NJ,MORTGAGE,10.74,83000,14,333592,15026,14600,32000,21.45,873.83,D,30759.92,2217.11
clerk,10,CA,MORTGAGE,22.09,39000,14,33200,16749,12200,14000,21.45,382.3,D,13315.72,1210.54
executive assistant,3,NY,RENT,18.88,57000,22,97124,68759,25700,11750,17.09,292.59,D,11238.19,663.95
driver,9,FL,OWN,16.21,75000,6,47447,34830,17300,30000,17.47,753.18,D,28733.26,1263.68
teacher,10,LA,MORTGAGE,29.22,58000,7,177031,160007,45200,7400,19.03,271.37,D,6605.09,554.12
lead systems administrator,10,CA,MORTGAGE,8.41,118000,16,411688,44169,29900,4000,17.09,142.8,D,3650.1,217.5
sales manger,1,CA,MORTGAGE,24.42,85000,20,96247,67146,33000,30000,18.06,1085.48,D,26733.24,2130.54
application support analyst,2,OH,RENT,17.71,50000,13,63614,47000,6000,3200,21.45,121.31,D,2867.78,270.52
teacher,2,NH,RENT,35.35,24000,13,105634,93168,25000,1000,21.85,38.12,D,882.43,32.46
claims specialist,3,PA,OWN,36.71,49000,8,66761,52434,3500,13100,18.06,474,D,11967.37,750.23
cosmetologist,5,NJ,RENT,24.38,51000,15,72525,27422,17200,18000,18.06,457.67,D,16952.32,1307.27
supervising officer 1,10,WI,MORTGAGE,35.74,60000,14,197387,77670,7300,25000,19.03,648.93,D,23965.84,1535.13
superintendent,7,NY,MORTGAGE,17.19,200000,13,173951,64070,28100,20000,21.85,762.26,D,18783.84,1046.34
unit operator,0,OH,MORTGAGE,25.22,83000,8,155190,54048,8700,14000,21.45,382.3,D,13457.47,969.99
security officer,3,NY,OWN,26.79,48028,9,52426,36883,8400,20000,17.47,502.12,D,19357.88,825.42
commercial operations specialist,0,NY,OWN,16.42,53000,18,80298,85339,14800,12000,20,317.93,D,11390.36,1026.68
lead hydraulic mechanic,10,CO,RENT,32.04,40600,5,80161,64089,12300,11400,18.45,292.29,D,11043.53,497.03
public safety officer,2,NY,OWN,13.95,36300,3,15892,14577,1500,4800,17.09,171.35,D,4270.17,322.36
bdc manager,7,FL,OWN,26.53,92000,25,130716,83110,21400,19000,21.85,523.15,D,18458.69,1005.08
rn in surgery,3,MS,OWN,12.82,60000,13,53800,28004,21300,20000,19.42,737.38,D,18738.67,929.23
maintenance supervisor,10,MD,MORTGAGE,23.79,57000,11,81092,59443,17600,10000,19.03,259.58,D,9478.74,750.21
technician,10,OH,MORTGAGE,20.16,92000,17,251028,64911,41100,35000,20,927.29,D,33589.39,2259.66
propane clerk,2,MT,RENT,1.2,35000,4,10800,1210,2500,18000,18.06,651.29,D,16443.74,967.63
parts person,10,FL,RENT,0,39000,3,16200,0,16200,5000,20.39,186.82,D,4898.14,79.3
qa analyst,0,MD,MORTGAGE,25.07,45000,17,210269,42282,16700,15000,17.09,373.52,D,14125.77,1007.77
cheif executive officer,5,WA,MORTGAGE,33.48,58000,8,271928,53167,29100,7000,21.45,265.35,D,6273.36,591.77
pricing,10,MN,RENT,23.96,31000,12,30132,18753,12600,20850,20,552.4,D,19790.78,1656.45
lpc,5,VA,MORTGAGE,17.7,75000,15,479837,162866,19100,20000,17.09,498.02,D,18903.27,1374.38
book keeper,10,MS,OWN,70.48,15000,6,39300,27125,25600,30000,17.09,747.03,D,29026.93,1239.54
loan assistant/credit analyst,2,TX,RENT,20.26,43000,7,45979,16449,8100,1000,18.45,36.38,D,936.01,44.13
assistant manager,3,FL,MORTGAGE,19.63,65000,15,47783,38054,13200,25000,18.06,635.66,D,23663.32,1791.45
program manager,2,CT,RENT,11.72,65000,7,59231,18893,39900,4800,20,178.39,D,4291.38,378
partner,7,TX,OWN,28.95,42000,7,46153,26030,8300,9600,17.47,344.52,D,8976.73,400.97
stocker,10,TN,RENT,31.03,34000,5,41331,24898,6300,15000,19.03,389.36,D,14218.17,1149.11
regional underwriting manager,5,NM,MORTGAGE,17.34,160000,12,454091,91017,29500,24000,17.09,597.63,D,22683.89,1706.23
security,3,SC,OWN,27.77,52000,9,75219,59165,6000,10000,21.85,381.13,D,9391.92,523.17
senior accountant,3,TX,MORTGAGE,20.93,80000,35,149477,115598,36700,3000,18.06,108.55,D,2740.62,171.81
warehouse manager,10,GA,OWN,24.96,98000,13,91357,78671,22300,20000,18.06,723.66,D,17822.13,1400.3
senior account analyst,7,MA,RENT,10.85,80000,7,37900,24500,4600,10000,19.42,261.73,D,9695.43,459.04
client service representative,1,GA,RENT,40.51,28000,8,54623,39106,7600,12000,17.47,430.65,D,11484.37,334.02
service advisor,1,CA,RENT,8.98,95000,14,50835,22126,36600,30000,20,794.82,D,28790.91,1936.86
doorman,10,NY,RENT,4.74,60000,6,13476,9255,3400,25000,19.03,648.93,D,23696.96,1915.18
customer management,10,AZ,MORTGAGE,33.6,51000,11,329516,57989,10000,15400,17.09,549.75,D,0,710.21
cashier,0,UT,RENT,5.44,17000,4,7000,841,6000,2800,19.03,102.68,D,2499.22,208.19
acct manager,4,FL,OWN,29.54,63000,16,71647,40633,8800,5000,17.09,178.49,D,4561.62,270.83
recruiter,10,MT,MORTGAGE,38.46,65000,8,269216,75042,18700,5000,17.09,178.49,D,4448.73,336.43
cook,10,NY,RENT,13.42,81000,11,58900,34060,26300,35000,19.42,916.03,D,33934.09,1644.42
service technician,8,TX,RENT,5.85,32000,9,11704,11929,3200,8000,18.06,289.47,D,7485.12,345.5
case manager,2,OK,RENT,10.68,46500,7,134941,43194,800,4200,19.03,154.02,D,3841.93,253.57
patient account coordinator,10,NJ,RENT,24.19,65000,19,59063,24764,20500,12000,17.47,430.65,D,10953.62,565.58
service representative,10,OH,RENT,24.75,40000,14,62837,32879,12700,4900,21.45,185.75,D,4391.32,408.39
emt,8,KS,RENT,25.84,49000,12,43922,34972,12300,19200,19.03,498.38,D,18199.26,1470.86
nutrition,4,CO,RENT,8.66,32000,13,28100,34150,5600,1200,19.03,44.01,D,1071.08,89.86
vp brand marketing,3,CT,MORTGAGE,13.92,250000,15,731508,240010,7100,3000,17.09,107.1,D,2804.11,122.56
regional controller,3,MI,MORTGAGE,30.75,87500,20,476518,67724,34300,16000,19.42,589.9,D,14990.94,743.38
technician,2,NV,MORTGAGE,7.34,34000,7,152300,7115,6500,15000,18.06,542.74,D,13366.62,1065.27
warehouse general,10,MI,MORTGAGE,11.79,45000,6,105050,16491,24900,12000,17.47,301.28,D,11614.7,495.25
owner,10,OH,RENT,5.16,50000,8,17000,6489,12800,13000,18.06,470.38,D,11584.38,923.24
lockbox specialist iii,4,OH,MORTGAGE,32.56,35000,9,123905,26030,9600,30000,20.39,1120.88,D,28135.28,1463.94
upholsterer,9,GA,RENT,2.2,72000,3,4300,2672,400,10000,18.06,254.27,D,9465.3,726.62
operations manager,10,SC,MORTGAGE,9.44,96355.33,10,45539,26309,3400,35000,19.42,916.03,D,33934.09,1606.66
supervisor,10,IL,MORTGAGE,17.37,150000,20,307454,69003,24300,35000,21.45,955.75,D,33289.3,3046.41
caterer,10,MO,OWN,23.24,25000,9,31799,15328,10000,22400,17.09,799.63,D,20436.07,1181.42
controller,6,MS,MORTGAGE,28.04,139000,22,251592,143665,21800,16000,19.42,418.76,D,15512.72,751.74
district manager,5,WI,RENT,25.06,85000,8,86705,70249,18600,16000,21.85,440.54,D,15698.87,560.53
director of catering,6,CA,RENT,12.94,92465,17,67798,42248,6400,7000,19.03,256.7,D,0,176.07
nurse assistant,10,AL,OWN,19.13,51000,14,53385,44829,1800,5200,18.45,189.17,D,0,8.47
job manager,4,CT,MORTGAGE,38.68,72000,14,343991,76353,9600,14000,18.06,506.56,D,12789.57,801.76
sterile processor,1,AL,MORTGAGE,20.33,69116,22,250101,42326,9400,15000,21.45,568.6,D,13765.49,1022.01
gm,10,MD,MORTGAGE,20.06,60000,7,225023,27073,6900,25000,20.39,667.79,D,24258.55,1233.6
tractor trailer driver,1,AZ,MORTGAGE,31.88,60000,11,283008,78013,17000,10000,20.39,373.63,D,8991.42,481.98
logistics supervision,10,CO,RENT,18.51,70000,10,53533,27241,6000,35000,17.47,878.71,D,33876.29,1189.71
owner,10,CA,MORTGAGE,6.74,107000,13,27250,14391,18400,7500,20,278.73,D,6869.54,476.13
yard driver,10,CO,MORTGAGE,34.53,48000,9,136430,11777,6300,3000,19.03,110.02,D,2677.71,224.64
rsr driver dc,10,OR,MORTGAGE,3.27,40000,8,16468,7540,11200,10000,21.85,275.34,D,0,169.94
shipping manager,10,CA,MORTGAGE,18.9,76000,20,455781,59956,33800,28000,17.09,697.23,D,26464.57,1924.14
sr loan processor,6,OH,OWN,19.98,75000,9,179085,26114,6500,20000,18.45,512.78,D,19374.64,892.48
service tech,10,NJ,RENT,28.16,54000,21,80069,40398,11300,35500,21.45,1345.69,D,32578.3,2630.28
gunnersmate,7,VA,RENT,21.15,59869,8,55596,30118,4000,12800,17.09,456.93,D,11677.75,766.24
warehouse manager,10,OR,MORTGAGE,27.44,65000,5,405212,82052,21000,28000,17.09,999.54,D,25545.08,1516.66
driver,10,IL,RENT,19.24,33000,4,21800,20645,20300,2500,19.03,91.68,D,2286.86,150.94
direct sales agent,2,TX,MORTGAGE,16.56,80000,9,71260,55821,6100,11000,18.06,279.69,D,10533.03,629.72
security bike officer,1,NV,MORTGAGE,6.25,31000,6,10600,4195,2900,3500,20,130.08,D,3129.11,269.79
psychologist,10,NY,RENT,13.38,125000,7,54600,53064,49600,16000,19.42,589.9,D,14643.65,968.73
nurse,6,MO,RENT,34.53,45000,23,108689,69112,43200,18000,18.06,651.29,D,16039.93,1278.32
executive director,3,FL,MORTGAGE,10.15,90000,9,260924,23845,7000,40000,21.45,1092.29,D,38044.89,3458.67
manager,6,FL,RENT,21.93,66000,16,68664,55346,7600,4000,21.45,151.63,D,3670.78,272.53
sales person,10,NV,OWN,14.96,105000,19,231470,28858,36128,35000,18.06,1266.39,D,31973.98,2004.42
department manager,0,MO,RENT,44.46,26000,9,52648,41731,6900,13000,19.03,476.73,D,11603.55,971.7
realtor,10,ID,MORTGAGE,37.51,64874,16,104508,59212,29300,21200,18.06,767.07,D,19367.1,1214.11
field tech,8,CA,MORTGAGE,20.61,48500,6,482769,22175,17000,19225,18.06,488.82,D,18197.1,1396.91
medical claims examiner,10,NJ,RENT,28.34,34000,12,24100,8602,12900,1000,18.06,36.19,D,913.51,57.27
steward,4,TX,OWN,35.92,26000,10,43887,34120,7900,4000,20,148.66,D,0,310.93
church administrator,10,GA,MORTGAGE,14.16,64655,10,107432,10692,4600,3025,19.42,111.53,D,2834.22,137.28
electrical assembler,1,IN,OWN,13.71,45000,7,35854,10630,6100,28000,20,1040.59,D,26249.37,1340.03
supply chain specialist,10,MN,RENT,26.83,68000,20,73978,38644,19700,23000,19.03,597.02,D,21801.18,1761.96
criminal history,0,TN,RENT,0,19000,9,40350,31377,7500,1500,18.45,54.57,D,1436.5,44.1
rn case manager,4,SC,MORTGAGE,25.94,68000,13,254416,46013,6100,16000,18.45,410.23,D,15499.69,770.63
medication aide,10,OR,RENT,22.56,30000,11,21000,18056,12300,10000,19.03,366.72,D,9147.44,593.18
sales rep,4,CA,RENT,17.16,64000,13,45533,33169,11500,20000,19.03,519.15,D,19172.64,1206.95
cna,2,IN,OWN,22.42,60000,8,42950,35640,11700,12000,21.45,327.69,D,11534.96,817.12
technicician 2,1,CA,RENT,40.4,60000,8,88016,64582,2000,15600,20,413.31,D,14807.46,1264.3
managment systems support,3,GA,MORTGAGE,22.59,68200,13,210524,55833,12000,12000,17.09,298.82,D,11341.92,813.23
structural drafter,2,FL,RENT,12.14,42000,4,33400,24912,7500,6000,19.42,221.22,D,5749.75,185.72
director of administration,9,AZ,RENT,24.82,84362,9,93899,68032,13300,10000,17.47,358.88,D,9570.3,268.65
officer,10,IL,MORTGAGE,29.18,80000,21,177705,62889,18900,18000,21.85,495.61,D,17487.19,930.32
csr,1,KY,RENT,21.4,30000,6,44932,41026,6900,3200,18.06,115.79,D,2994.04,138.2
medical assistant,6,NC,MORTGAGE,30.27,32000,7,162552,19287,13500,7775,21.45,294.73,D,6967.9,657.28
site manager,3,MT,RENT,7.27,85000,5,25859,16535,6100,16000,19.03,415.32,D,15166.03,1208.8
manager,2,CT,RENT,7.27,36000,9,45700,44473,1200,5000,18.06,180.92,D,4455.51,355.09
uber driver,1,RI,RENT,24.13,48000,8,40521,28134,4600,5400,18.45,196.45,D,5054.47,232.75
assistant property manager,0,CA,RENT,7.88,55000,8,24438,15758,14500,4800,17.47,172.26,D,4488.37,200.49
grounds crew,2,OH,RENT,30.89,31000,7,46069,32817,10700,8000,20,297.31,D,7152.33,629.99
program anaylst,2,CA,MORTGAGE,13.73,50000,10,45760,26756,19200,10000,19.03,259.58,D,9586.3,614.05
workforce development consultant,0,NY,MORTGAGE,21.27,98000,13,58138,37442,11500,28000,21.45,764.6,D,26631.44,2421.07
parts mgr,4,MI,MORTGAGE,37.65,75000,21,279194,97635,28500,16800,21.45,458.76,D,15978.86,1432.62
it application architect,5,TX,RENT,11.53,100000,3,44396,29272,4500,30000,17.47,753.18,D,29036.82,1267.24
bartender,2,FL,RENT,23.43,63000,14,47092,33631,11500,18000,17.09,642.56,D,16013.16,1208.87
food service director,10,CO,MORTGAGE,23.65,85000,30,249635,39570,23100,18000,19.42,663.64,D,17249.29,537.73
mortgage underwriter,10,NY,MORTGAGE,19.62,125000,33,616120,98378,28200,20000,17.09,498.02,D,19128.86,1101.95
