Age,Gender,NumberOfChildren,CountryOfResidence,LanguageAtHome,HoursSpentLearningToCode,Income,StudentDebtOwe,IsSoftwareDev,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,YearsSpentLearningToCode,LearningViaBooks,LearningViaCoursera
31,male,2,Japan,Vietnamese,10,NA,NA,False,married or domestic partnership,10000,2,0.1666666667,NA,NA
38,male,3,Brazil,Portuguese,8,50000,NA,True,married or domestic partnership,100,6,0.5,NA,NA
41,male,2,United States of America,English,8,80000,60000,False,married or domestic partnership,8000,9,0.75,1,NA
55,male,3,United States of America,English,5,120000,NA,False,married or domestic partnership,0,4,0.3333333333,NA,1
29,male,5,Malaysia,Mandarin Chinese,1,NA,NA,False,"single, never married",12,4,0.3333333333,NA,NA
37,male,2,United States of America,English,10,20000,30000,False,"single, never married",0,12,1,NA,NA
31,male,1,United States of America,English,40,38000,24000,True,married or domestic partnership,20000,12,1,NA,NA
54,male,1,Taiwan,Mandarin Chinese,6,NA,NA,True,married or domestic partnership,NA,6,0.5,NA,NA
35,male,2,United States of America,Yue (Cantonese) Chinese,20,20000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
50,male,3,Kenya,English,25,12000,NA,False,married or domestic partnership,0,6,0.5,NA,NA
42,male,3,Jordan,Arabic,3,30000,NA,False,married or domestic partnership,50,1,0.08333333333,1,NA
40,male,2,United States of America,English,1,200000,NA,False,married or domestic partnership,20,6,0.5,NA,NA
33,male,1,South Africa,English,10,46000,NA,False,married or domestic partnership,0,3,0.25,NA,NA
34,male,3,United States of America,English,25,NA,50000,False,divorced,1500,96,8,NA,NA
33,male,1,United States of America,English,10,24000,NA,False,married or domestic partnership,300,3,0.25,NA,NA
28,male,1,United States of America,English,2,NA,NA,False,married or domestic partnership,50,6,0.5,NA,NA
40,male,1,United States of America,English,15,100000,NA,True,married or domestic partnership,2500,30,2.5,NA,1
47,male,2,United States of America,English,2,120000,NA,False,married or domestic partnership,0,0,0,NA,NA
45,male,1,United States of America,English,20,26000,35000,False,married or domestic partnership,400,24,2,NA,NA
41,male,1,United States of America,English,30,22000,80000,False,married or domestic partnership,0,6,0.5,NA,NA
34,male,2,United States of America,Mandarin Chinese,10,110000,NA,False,married or domestic partnership,100,5,0.4166666667,NA,1
34,male,2,United States of America,English,5,115000,5000,False,married or domestic partnership,300,12,1,NA,1
36,male,2,United States of America,English,5,85000,NA,True,married or domestic partnership,100,120,10,NA,NA
41,male,1,Australia,English,5,NA,5000,False,married or domestic partnership,0,6,0.5,NA,NA
44,male,1,United States of America,English,20,NA,43000,False,"single, never married",250,5,0.4166666667,NA,NA
33,male,2,United States of America,English,3,65000,NA,True,married or domestic partnership,1000,96,8,NA,1
31,male,1,United States of America,English,17,NA,16000,False,married or domestic partnership,0,16,1.333333333,NA,1
46,male,5,United States of America,English,12,40000,30000,False,married or domestic partnership,0,12,1,NA,1
45,female,1,United States of America,English,40,NA,42000,False,divorced,11000,2,0.1666666667,NA,NA
31,male,1,India,English,6,NA,NA,False,married or domestic partnership,NA,6,0.5,NA,1
32,male,2,India,Hindi,6,15000,NA,True,married or domestic partnership,100,108,9,NA,NA
32,female,2,United States of America,English,20,45000,NA,False,married or domestic partnership,0,26,2.166666667,NA,NA
30,male,1,India,Tamil,5,10000,NA,True,married or domestic partnership,0,60,5,NA,1
37,male,3,United States of America,English,20,90000,NA,True,married or domestic partnership,10000,18,1.5,NA,1
35,male,3,United States of America,English,2,NA,12000,False,married or domestic partnership,100,12,1,NA,NA
35,male,1,Korea South,Korean,4,32300,NA,True,married or domestic partnership,400,120,10,NA,NA
31,male,1,India,Marathi,8,NA,NA,True,married or domestic partnership,0,30,2.5,NA,NA
37,male,1,Switzerland,German,8,80000,NA,False,married or domestic partnership,500,6,0.5,NA,NA
45,female,2,Greece,Serbo-Croatian,10,20000,NA,False,married or domestic partnership,0,18,1.5,NA,1
39,male,2,Romania,Romanian,8,NA,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
34,female,2,United States of America,Spanish,2,70000,NA,False,married or domestic partnership,0,6,0.5,NA,1
27,male,2,United States of America,English,3,11000,25000,False,married or domestic partnership,0,5,0.4166666667,NA,1
30,male,1,Russia,Russian,20,20000,NA,True,married or domestic partnership,0,20,1.666666667,NA,1
42,female,1,United States of America,English,6,NA,14000,False,married or domestic partnership,6500,2,0.1666666667,NA,NA
27,male,1,United States of America,English,3,36000,11000,False,married or domestic partnership,500,24,2,NA,NA
24,male,NA,India,Tamil,5,NA,30000,True,"single, never married",100,24,2,NA,NA
34,male,2,India,English,20,80000,NA,False,married or domestic partnership,0,4,0.3333333333,NA,NA
44,male,1,United States of America,English,12,31000,26000,False,divorced,0,1,0.08333333333,NA,NA
43,male,3,Australia,English,25,NA,NA,False,married or domestic partnership,200,24,2,NA,NA
34,male,1,Romania,Romanian,15,6000,NA,False,married or domestic partnership,0,12,1,NA,1
35,male,3,United States of America,English,NA,38000,NA,False,married or domestic partnership,50,3,0.25,NA,1
40,male,1,Sweden,Swedish,15,NA,NA,False,"single, never married",NA,2,0.1666666667,NA,1
34,male,2,United States of America,English,7,60000,NA,False,married or domestic partnership,0,3,0.25,NA,NA
35,female,2,United States of America,English,10,80000,54000,True,married or domestic partnership,1500,36,3,NA,1
33,male,2,Australia,English,20,NA,NA,False,married or domestic partnership,4000,12,1,NA,NA
33,male,2,United States of America,English,7,50000,NA,False,married or domestic partnership,0,12,1,NA,1
37,male,1,Spain,Spanish,2,19000,NA,True,married or domestic partnership,200,108,9,NA,1
32,male,1,Hungary,Hungarian,12,15000,NA,True,married or domestic partnership,0,240,20,NA,NA
42,male,1,Bulgaria,Bulgarian,10,20000,NA,False,married or domestic partnership,0,NA,#VALUE!,NA,NA
35,male,1,Malaysia,Malay Bhasa Indonesia,21,10325,7000,True,married or domestic partnership,0,100,8.333333333,NA,NA
38,male,4,Poland,Polish,5,130000,NA,True,married or domestic partnership,100,240,20,NA,NA
34,male,3,Russia,Russian,6,24000,NA,True,married or domestic partnership,15,60,5,NA,1
28,male,2,Ukraine,Russian,10,20000,NA,True,married or domestic partnership,500,12,1,NA,1
38,male,5,South Africa,English,2,37000,NA,False,married or domestic partnership,0,6,0.5,NA,1
42,male,1,United States of America,English,20,NA,NA,False,divorced,100,3,0.25,NA,NA
46,male,2,Poland,English,10,10000,NA,True,married or domestic partnership,18000,120,10,NA,NA
25,male,1,United Arab Emirates,Russian,40,36000,NA,False,married or domestic partnership,1000,18,1.5,NA,1
47,male,3,Romania,Romanian,50,NA,NA,False,married or domestic partnership,100,5,0.4166666667,NA,NA
37,male,4,Israel,English,9,23000,NA,False,separated,0,14,1.166666667,NA,NA
36,male,2,France,French,10,31500,NA,False,married or domestic partnership,250,18,1.5,NA,NA
25,male,1,Philippines,English,30,NA,NA,False,"single, never married",0,60,5,NA,NA
32,male,1,Russia,Russian,6,20000,NA,True,married or domestic partnership,2000,216,18,NA,1
39,male,2,Australia,English,4,50000,NA,True,married or domestic partnership,0,192,16,NA,NA
33,male,1,United States of America,English,2,18000,NA,False,married or domestic partnership,500,28,2.333333333,NA,1
28,male,1,Poland,Polish,3,15000,NA,True,married or domestic partnership,50,13,1.083333333,NA,NA
34,male,1,India,Telugu,20,10000,3100,True,married or domestic partnership,500,100,8.333333333,NA,NA
37,male,2,United Kingdom,English,10,55000,NA,False,divorced,15,2,0.1666666667,NA,NA
43,male,2,Germany,German,6,40780,NA,False,married or domestic partnership,0,3,0.25,NA,NA
29,male,3,Israel,Hebrew,5,NA,NA,True,married or domestic partnership,0,6,0.5,NA,1
48,male,2,United Kingdom,English,15,46000,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
42,male,2,United States of America,English,1,40000,80000,False,married or domestic partnership,60,3,0.25,NA,NA
46,male,2,France,French,NA,30000,NA,False,divorced,0,NA,#VALUE!,NA,NA
29,male,2,Russia,Russian,15,9000,NA,False,married or domestic partnership,0,120,10,NA,1
59,male,2,United Kingdom,English,30,NA,NA,True,married or domestic partnership,500,450,37.5,NA,NA
29,male,2,Australia,English,15,50000,20000,False,married or domestic partnership,35,2,0.1666666667,NA,NA
51,male,2,Spain,Spanish,6,28000,NA,False,married or domestic partnership,2000,60,5,NA,NA
37,male,4,United States of America,English,3,78000,22500,False,married or domestic partnership,300,10,0.8333333333,1,NA
35,male,2,United States of America,English,40,25000,1500,True,married or domestic partnership,500,6,0.5,NA,NA
49,male,1,United States of America,English,15,NA,100000,True,married or domestic partnership,200,6,0.5,NA,1
38,female,3,United States of America,English,8,40000,NA,False,"single, never married",0,2,0.1666666667,NA,1
44,female,1,United States of America,English,2,35000,12000,False,married or domestic partnership,1000,NA,#VALUE!,NA,NA
27,female,2,Canada,English,6,25000,NA,False,married or domestic partnership,2400,8,0.6666666667,NA,NA
42,male,2,Chile,English,5,50000,NA,False,married or domestic partnership,0,12,1,NA,NA
42,male,3,Brazil,Portuguese,30,NA,NA,False,divorced,3000,3,0.25,NA,NA
49,female,3,United Kingdom,Latvian,0,NA,NA,False,married or domestic partnership,0,0,0,NA,NA
31,female,1,Ethiopia,Amharic,10,NA,NA,False,married or domestic partnership,NA,0,0,NA,NA
31,male,1,Belgium,Dutch,16,36000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
51,male,2,United States of America,English,20,NA,NA,False,married or domestic partnership,25,2,0.1666666667,NA,NA
35,male,1,Portugal,Portuguese,14,15000,NA,False,married or domestic partnership,5000,6,0.5,NA,NA
53,male,3,United Kingdom,Igbo,10,50000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
38,male,1,"Netherlands (Holland, Europe)",Dutch,8,60000,NA,False,married or domestic partnership,200,2,0.1666666667,NA,NA
31,male,1,Colombia,Spanish,10,45000,NA,False,married or domestic partnership,0,14,1.166666667,NA,NA
30,male,2,Croatia,Croatian,2,13000,NA,True,married or domestic partnership,500,12,1,NA,1
35,male,2,United States of America,English,4,65000,3000,False,married or domestic partnership,0,6,0.5,NA,NA
50,NA,2,United States of America,English,10,NA,NA,False,married or domestic partnership,15,1,0.08333333333,NA,NA
26,male,1,United States of America,English,10,50000,100000,False,married or domestic partnership,0,1,0.08333333333,NA,NA
31,male,4,United States of America,English,15,85000,9000,False,married or domestic partnership,100,24,2,NA,NA
33,male,2,Poland,Polish,2,NA,NA,False,married or domestic partnership,0,24,2,NA,NA
41,male,2,Italy,Italian,8,30000,NA,True,married or domestic partnership,200,240,20,NA,NA
33,female,2,Finland,Russian,1,NA,1000,False,married or domestic partnership,0,1,0.08333333333,NA,NA
31,female,1,United States of America,English,3,40000,NA,False,married or domestic partnership,0,5,0.4166666667,NA,1
53,male,2,Greece,Greek,8,15000,NA,False,married or domestic partnership,200,1,0.08333333333,NA,NA
30,male,2,Belgium,French,11,30000,NA,False,married or domestic partnership,3000,2,0.1666666667,NA,NA
36,male,1,Spain,Catalan,8,25000,NA,True,"single, never married",0,50,4.166666667,NA,1
37,male,2,United States of America,English,40,35000,40000,False,married or domestic partnership,200,36,3,NA,NA
35,female,1,United States of America,English,7,73000,112000,False,married or domestic partnership,0,1,0.08333333333,NA,NA
50,female,6,United States of America,English,30,NA,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
26,male,1,Vietnam,Russian,12,8000,NA,True,married or domestic partnership,0,94,7.833333333,NA,NA
34,male,2,United States of America,English,20,50000,6000,False,married or domestic partnership,0,7,0.5833333333,NA,NA
23,male,1,United States of America,English,20,35000,NA,False,married or domestic partnership,100,4,0.3333333333,NA,1
39,male,1,Hungary,Hungarian,22,10000,NA,True,divorced,0,32,2.666666667,NA,NA
35,male,2,United States of America,English,3,87000,7000,False,married or domestic partnership,3000,24,2,NA,1
38,male,2,United States of America,English,5,86000,NA,False,married or domestic partnership,0,60,5,NA,1
37,male,3,Canada,English,30,NA,NA,True,married or domestic partnership,80,180,15,NA,NA
32,male,3,Qatar,Tagalog,20,NA,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
27,male,1,United Kingdom,English,10,21000,NA,False,separated,0,6,0.5,NA,NA
35,male,1,India,Hindi,20,NA,NA,True,married or domestic partnership,120,1,0.08333333333,NA,NA
27,male,2,Canada,English,8,55000,NA,False,married or domestic partnership,100,6,0.5,NA,NA
31,male,1,NA,English,15,41000,25000,False,married or domestic partnership,10000,12,1,NA,NA
43,male,2,United States of America,English,4,70000,100000,False,married or domestic partnership,200,48,4,NA,1
29,male,3,United States of America,English,10,NA,35000,False,married or domestic partnership,0,1,0.08333333333,NA,NA
30,male,2,United Kingdom,English,20,25000,15000,False,divorced,0,12,1,NA,NA
31,male,1,United States of America,English,15,78000,NA,False,married or domestic partnership,4000,12,1,NA,NA
62,male,2,United States of America,Spanish,2,47000,6000,False,married or domestic partnership,200,0,0,NA,NA
25,male,3,United States of America,English,20,50000,20000,True,married or domestic partnership,100,36,3,NA,NA
32,male,1,United States of America,Hindi,2,85000,NA,True,married or domestic partnership,1500,108,9,NA,1
28,male,3,United States of America,English,60,NA,NA,False,married or domestic partnership,400,2,0.1666666667,NA,NA
52,male,3,Canada,English,30,NA,NA,False,married or domestic partnership,1000,18,1.5,NA,1
